sanctionCountry,sanctionedName,sanctionReason,sanctionList,sdnType
China,ZVIGENI TECHNOLOGICAL SYSTEMS LIMITED,Sanctioned by OFAC,OFAC,Entity
Canada,9105 2829 QUEBEC INC,Sanctioned by OFAC,OFAC,Entity
China,DOUGONG TRADING HONG KONG LIMITED,Sanctioned by OFAC,OFAC,Entity
Iran,HAKIMAN SHARGH RESEARCH COMPANY,Sanctioned by OFAC,OFAC,Entity
United Arab Emirates,DIGITAL MARKETING AWARDS FZ LLC,Sanctioned by OFAC,OFAC,Entity
China,SHANGHAI TECHINITAL MATERIALS CO LTD,Sanctioned by OFAC,OFAC,Entity
China,ZHUANG,Sanctioned by OFAC,OFAC,Individual
United Arab Emirates,FORNACIS ENERGY TRADING CO. L.L.C,Sanctioned by OFAC,OFAC,Entity
Indonesia,BIN AHMAD,Sanctioned by OFAC,OFAC,Individual
Marshall Islands,BARCO SHIP MANAGEMENT INC,Sanctioned by OFAC,OFAC,Entity
Unknown,WANJI,Sanctioned by OFAC,OFAC,Vessel
Unknown,OCEANIC II,Sanctioned by OFAC,OFAC,Vessel
Unknown,TIREX,Sanctioned by OFAC,OFAC,Vessel
Seychelles,ASCENT GENERAL INSURANCE COMPANY,Sanctioned by OFAC,OFAC,Entity
Marshall Islands,SEA KNOT SHIPPING INC.,Sanctioned by OFAC,OFAC,Entity
Unknown,MIROVA DYNAMIC,Sanctioned by OFAC,OFAC,Vessel
United Arab Emirates,ALPHA SHINE MARINE SERVICES L.L.C,Sanctioned by OFAC,OFAC,Entity
Unknown,KASPER,Sanctioned by OFAC,OFAC,Vessel
China,TAS TECHNOLOGY COMPANY LIMITED,Sanctioned by OFAC,OFAC,Entity
China,CLOUD ELEMENT COMPANY LIMITED,Sanctioned by OFAC,OFAC,Entity
China,BTW INTERNATIONAL LIMITED,Sanctioned by OFAC,OFAC,Entity
China,SILIBORN TECHNOLOGY LIMITED,Sanctioned by OFAC,OFAC,Entity
China,SMART KIT TECHNOLOGY LIMITED,Sanctioned by OFAC,OFAC,Entity
Russia,INZHINIRING GRUPP OOO,Sanctioned by OFAC,OFAC,Entity
United Arab Emirates,PALOMA PRECIOUS DMCC,Sanctioned by OFAC,OFAC,Entity
United Arab Emirates,TRIO JEWELLS LLC,Sanctioned by OFAC,OFAC,Entity
Italy,FAGIMA FRESATRICI SPA,Sanctioned by OFAC,OFAC,Entity
Italy,FALCHINI,Sanctioned by OFAC,OFAC,Individual
United Arab Emirates,SHAMS GOLD TRADING FZE,Sanctioned by OFAC,OFAC,Entity
China,UNIVERSAL GOLD HONG KONG LIMITED,Sanctioned by OFAC,OFAC,Entity
China,BRIGHT UNIVERSE INTERNATIONAL LIMITED,Sanctioned by OFAC,OFAC,Entity
United Arab Emirates,SWISS LUXURY FZE,Sanctioned by OFAC,OFAC,Entity
Iran,JAVAR,Sanctioned by OFAC,OFAC,Individual
Russia,LIMITED LIABILITY COMPANY VECTOR,Sanctioned by OFAC,OFAC,Entity
Iran,BUY BEST ELECTRONIC PARS COMPANY,Sanctioned by OFAC,OFAC,Entity
Russia,KATOD,Sanctioned by OFAC,OFAC,Entity
Iran,AZMOON PAJOHAN HESGAR LIMITED LIABILITY COMPANY,Sanctioned by OFAC,OFAC,Entity
Iran,SORBANI,Sanctioned by OFAC,OFAC,Individual
China,"SHENZHEN RION TECHNOLOGY CO., LTD.",Sanctioned by OFAC,OFAC,Entity
Russia,SNABINTER,Sanctioned by OFAC,OFAC,Entity
China,XIN QUAN ELECTRONICS CO LIMITED,Sanctioned by OFAC,OFAC,Entity
China,HONGKONG CHIP LINE INTERNATIONAL CO,Sanctioned by OFAC,OFAC,Entity
Russia,MAVERIKS,Sanctioned by OFAC,OFAC,Entity
Russia,GREEN CHIP LIMITED LIABILITY COMPANY,Sanctioned by OFAC,OFAC,Entity
China,SHENZHEN ROYO TECHNOLOGY CO LIMITED,Sanctioned by OFAC,OFAC,Entity
China,QINGDAO HEHUIXIN INTERNATIONAL TRADE CO LTD,Sanctioned by OFAC,OFAC,Entity
China,JINHUA HAIRUN POWER TECHNOLOGY CO LTD,Sanctioned by OFAC,OFAC,Entity
Russia,SPEECH TECHNOLOGY CENTER LIMITED,Sanctioned by OFAC,OFAC,Entity
Russia,STC INNOVATIONS LIMITED,Sanctioned by OFAC,OFAC,Entity
Russia,STC SOFT LIMITED,Sanctioned by OFAC,OFAC,Entity
Russia,SFERA JSC,Sanctioned by OFAC,OFAC,Entity
Russia,KRIBRUM JSC,Sanctioned by OFAC,OFAC,Entity
Russia,LIMITED LIABILITY COMPANY EKSIKYUSHN ER DI SI,Sanctioned by OFAC,OFAC,Entity
Russia,LIMITED LIABILITY COMPANY TSIFRA,Sanctioned by OFAC,OFAC,Entity
Russia,LIMITED LIABILITY COMPANY DRONOPORT,Sanctioned by OFAC,OFAC,Entity
Russia,LIMITED LIABILITY COMPANY SIMBIRSKOE KONSTRUKTORSKOE BYURO PIRANYA,Sanctioned by OFAC,OFAC,Entity
Russia,NAUCHNO PROIZVODSTVENNOE OBYEDINENIE GRAN,Sanctioned by OFAC,OFAC,Entity
Russia,LIMITED LIABILITY COMPANY AMITRON ELEKTRONIKS,Sanctioned by OFAC,OFAC,Entity
Russia,OPEN JOINT STOCK COMPANY MSTATOR,Sanctioned by OFAC,OFAC,Entity
Russia,ZAO SVETLANA EP,Sanctioned by OFAC,OFAC,Entity
Russia,NAUCHNO PROIZVODSTVENNOE PREDPRIYATIE TOMILINSKII ELEKTRONNYI ZAVOD,Sanctioned by OFAC,OFAC,Entity
Russia,FEDERAL STATE BUDGETARY INSTITUTION TECHNOLOGICAL INSTITUTION FOR SUPERHARD AND NOVEL CARBON MATERIALS,Sanctioned by OFAC,OFAC,Entity
Russia,LIMITED LIABILITY COMPANY INTEM LAB,Sanctioned by OFAC,OFAC,Entity
Russia,LIMITED LIABILITY COMPANY UMNYI SKLAD,Sanctioned by OFAC,OFAC,Entity
Russia,AKTSIONERNOE OBSHCHESTVO KORPORATSIYA GALAKTIKA,Sanctioned by OFAC,OFAC,Entity
Russia,SCIENTIFIC RESEARCH CENTER RESONANCE JOINT STOCK COMPANY,Sanctioned by OFAC,OFAC,Entity
Russia,LIMITED LIABILITY COMPANY URALDRONZAVOD,Sanctioned by OFAC,OFAC,Entity
Russia,JOINT STOCK COMPANY AEROCON,Sanctioned by OFAC,OFAC,Entity
Russia,LIMITED LIABILITY COMPANY KB RUS,Sanctioned by OFAC,OFAC,Entity
Russia,RADIOLINE LTD,Sanctioned by OFAC,OFAC,Entity
Russia,PROTEH CO LTD,Sanctioned by OFAC,OFAC,Entity
Russia,LIMITED LIABILITY COMPANY PT ELEKTRONIK,Sanctioned by OFAC,OFAC,Entity
Russia,ELPROM LIMITED LIABILITY COMPANY,Sanctioned by OFAC,OFAC,Entity
Russia,LIMITED LIABILITY COMPANY HEAD POINT,Sanctioned by OFAC,OFAC,Entity
Russia,PALITRUMLAB LIMITED LIABILITY COMPANY,Sanctioned by OFAC,OFAC,Entity
Russia,LIMITED LIABILITY COMPANY VEKTOR IKS,Sanctioned by OFAC,OFAC,Entity
Russia,JOINT STOCK COMPANY AKMETRON,Sanctioned by OFAC,OFAC,Entity
Russia,KUGEL LIMITED LIABILITY COMPANY,Sanctioned by OFAC,OFAC,Entity
South Africa,SWALLEH,Sanctioned by OFAC,OFAC,Individual
"Congo, Democratic Republic of the",NABAGALA,Sanctioned by OFAC,OFAC,Individual
South Africa,GANGAT,Sanctioned by OFAC,OFAC,Individual
China,BRIGHT SHORE INC LIMITED,Sanctioned by OFAC,OFAC,Entity
Russia,BAKINA,Sanctioned by OFAC,OFAC,Individual
Russia,DIASOFT LTD,Sanctioned by OFAC,OFAC,Entity
Russia,ATOL,Sanctioned by OFAC,OFAC,Entity
Russia,CENTRE OF FINANCIAL TECHNOLOGIES GROUP,Sanctioned by OFAC,OFAC,Entity
Russia,LIMITED LIABILITY COMPANY MEKHATRONIKA,Sanctioned by OFAC,OFAC,Entity
Russia,JOINT STOCK COMPANY 31 STATE DESIGN INSTITUTE FOR SPECIAL CONSTRUCTION,Sanctioned by OFAC,OFAC,Entity
Russia,SCIENTIFIC PRODUCTION ASSOCIATION COMPUTING SYSTEMS,Sanctioned by OFAC,OFAC,Entity
Russia,OJSC VLADIMIR RADIO COMMUNICATIONS DESIGN BUREAU,Sanctioned by OFAC,OFAC,Entity
China,"FOSHAN GOLDEN AGE MOTOR TECHNOLOGY CO., LTD.",Sanctioned by OFAC,OFAC,Entity
Russia,NAUCHNO ISSLEDOVATELSKAYA LABORATORIYA AEROKOSMICHESKOI TEKHNIKI DOSAAF,Sanctioned by OFAC,OFAC,Entity
Russia,JOINT STOCK COMPANY RESEARCH AND PRODUCTION CENTER NII MICRODEVICES,Sanctioned by OFAC,OFAC,Entity
Russia,RESEARCH AND PRODUCTION ASSOCIATION LEPTON,Sanctioned by OFAC,OFAC,Entity
Russia,FGUP PO OKTYABR,Sanctioned by OFAC,OFAC,Entity
Russia,SCIENTIFIC RESEARCH INSTITUTE FOR OPTOELECTRONIC INSTRUMENT ENGINEERING,Sanctioned by OFAC,OFAC,Entity
Russia,AO NPP SAIT,Sanctioned by OFAC,OFAC,Entity
Russia,JOINT STOCK COMPANY RESEARCH INSTITUTE OF POLYMERIC MATERIAL,Sanctioned by OFAC,OFAC,Entity
Russia,LIMITED LIABILITY COMPANY 4TEST,Sanctioned by OFAC,OFAC,Entity
Russia,SCIENTIFIC AND PRODUCTION ASSOCIATION STATE INSTITUTE OF APPLIED OPTICS,Sanctioned by OFAC,OFAC,Entity
Russia,LIMITED LIABILITY COMPANY AFINOR,Sanctioned by OFAC,OFAC,Entity
Russia,LIMITED LIABILITY COMPANY ALFA INSTRUMENTS,Sanctioned by OFAC,OFAC,Entity
Russia,LIMITED LIABILITY COMPANY TC ELEMENT,Sanctioned by OFAC,OFAC,Entity
Russia,LIMITED LIABILITY COMPANY ETM PHOTONICS,Sanctioned by OFAC,OFAC,Entity
Russia,LIMITED LIABILITY COMPANY COMPANY SCAN,Sanctioned by OFAC,OFAC,Entity
Russia,LIMITED LIABILITY COMPANY NPK TESART,Sanctioned by OFAC,OFAC,Entity
Russia,FEDERAL STATE GOVERNMENTAL INSTITUTION 4 CENTRAL RESEARCH INSTITUTE OF THE MINISTRY OF DEFENSE OF THE RUSSIAN FEDERATION,Sanctioned by OFAC,OFAC,Entity
Russia,FEDERAL STATE GOVERNMENTAL INSTITUTION 27 CENTRAL RESEARCH INSTITUTE OF THE MINISTRY OF DEFENSE OF THE RUSSIAN FEDERATION,Sanctioned by OFAC,OFAC,Entity
Russia,46TH CENTRAL RESEARCH AND DEVELOPMENT INSTITUTE OF THE MINISTRY OF DEFENSE,Sanctioned by OFAC,OFAC,Entity
Russia,JOINT STOCK COMPANY SPECIAL DESIGN BUREAU OF THE RUSSIAN MINISTRY OF DEFENSE,Sanctioned by OFAC,OFAC,Entity
Liechtenstein,AUDAX TRUST CONSULTING ESTABLISHMENT,Sanctioned by OFAC,OFAC,Entity
Liechtenstein,WYSS,Sanctioned by OFAC,OFAC,Individual
Liechtenstein,ONE ASSET MANAGEMENT AG,Sanctioned by OFAC,OFAC,Entity
Liechtenstein,LMG LIGHTHOUSE TRUST REG,Sanctioned by OFAC,OFAC,Entity
Liechtenstein,LINS,Sanctioned by OFAC,OFAC,Individual
Liechtenstein,WOLF,Sanctioned by OFAC,OFAC,Individual
Russia,PUBLICHNOE AKTSIONERNOE OBSHCHESTVO RASPADSKAYA,Sanctioned by OFAC,OFAC,Entity
Russia,FEDERAL STATE INSTITUTION FEDERAL RESEARCH CENTER INFORMATICS AND MANAGEMENT OF THE RUSSIAN ACADEMY OF SCIENCES,Sanctioned by OFAC,OFAC,Entity
Russia,AUTONOMOUS NON PROFIT ORGANIZATION ARTIFICIAL INTELLIGENCE RESEARCH INSTITUTE,Sanctioned by OFAC,OFAC,Entity
Russia,AKTSIONERNOE OBSHCHESTVO EVRAZ KACHKANARSKI GORNO OBOGATITELNY KOMBINAT,Sanctioned by OFAC,OFAC,Entity
Russia,AKTSIONERNOE OBSHCHESTVO ZAVOD REKOND,Sanctioned by OFAC,OFAC,Entity
Russia,RUSSIAN ARTIFICIAL INTELLIGENCE RESEARCH INSTITUTE OF THE RUSSIAN ACADEMY OF SCIENCES,Sanctioned by OFAC,OFAC,Entity
Russia,AKTSIONERNOE OBSHCHESTVO EVRAZ NIZHNETAGILSKI METALLURGICHESKI KOMBINAT,Sanctioned by OFAC,OFAC,Entity
Russia,AKTSIONERNOE OBSHCHESTVO EVRAZ OBEDINENNY ZAPADNO SIBIRSKI METALLURGICHESKI KOMBINAT,Sanctioned by OFAC,OFAC,Entity
Russia,AKTSIONERNOE OBSHCHESTVO EVRAZ VANADI TULA,Sanctioned by OFAC,OFAC,Entity
Yemen,AL-KINAI,Sanctioned by OFAC,OFAC,Individual
Yemen,YEMEN TELECOMMUNICATION ASSET COMPANY FOR INFORMATION TECHNOLOGY,Sanctioned by OFAC,OFAC,Entity
Yemen,AL-SHAHARI UNITED CORPORATION LTD,Sanctioned by OFAC,OFAC,Entity
China,GUANGZHOU ALSHAHARI UNITED CORPORATION LIMITED,Sanctioned by OFAC,OFAC,Entity
China,HONGKONG ALSHAHARI UNITED CORPORATION LIMITED,Sanctioned by OFAC,OFAC,Entity
China,AL-SHAHARE,Sanctioned by OFAC,OFAC,Individual
Marshall Islands,ARAFAT SHIPPING COMPANY,Sanctioned by OFAC,OFAC,Entity
Unknown,RAHA GAS,Sanctioned by OFAC,OFAC,Vessel
Malaysia,TRANSMARINE NAVIGATION M SDN. BHD.,Sanctioned by OFAC,OFAC,Entity
United Arab Emirates,K F D GENERAL TRADING L.L.C,Sanctioned by OFAC,OFAC,Entity
Marshall Islands,DP SHIPPING LIMITED,Sanctioned by OFAC,OFAC,Entity
Unknown,DIVINE POWER,Sanctioned by OFAC,OFAC,Vessel
Marshall Islands,KDS SHIPPING LIMITED,Sanctioned by OFAC,OFAC,Entity
Unknown,LPG OM,Sanctioned by OFAC,OFAC,Vessel
Russia,OBSHCHESTVO S OGRANICHENNOI OTVETSTVENNOSTYU KONSTRUKTORSKOE BYURO VOSTOK,Sanctioned by OFAC,OFAC,Entity
United Arab Emirates,ONX TRADING FZE,Sanctioned by OFAC,OFAC,Entity
Russia,TRV ENGINEERING JSC,Sanctioned by OFAC,OFAC,Entity
Unknown,EW-001PB,Sanctioned by OFAC,OFAC,Aircraft
China,ASIA MATERIAL SOLUTIONS COMPANY LIMITED,Sanctioned by OFAC,OFAC,Entity
China,FEPOOD ELECTRONICS HK CO LIMITED,Sanctioned by OFAC,OFAC,Entity
Russia,DALKOS CO LTD,Sanctioned by OFAC,OFAC,Entity
Russia,KALINOV,Sanctioned by OFAC,OFAC,Individual
Estonia,SPE OU,Sanctioned by OFAC,OFAC,Entity
Russia,AKTSIONERNOE OBSHCHESTVO OBYEDINENNAYA UGOLNAYA KOMPANIYA YUZHKUZBASSUGOL,Sanctioned by OFAC,OFAC,Entity
Russia,OBSHCHESTVO S OGRANICHENNOI OTVETSTVENNOSTYU SHAKHTA ALARDINSKAYA,Sanctioned by OFAC,OFAC,Entity
Russia,OBSHCHESTVO S OGRANICHENNOI OTVETSTVENNOSTYU SHAKHTA ESAULSKAYA,Sanctioned by OFAC,OFAC,Entity
Russia,OBSHCHESTVO S OGRANICHENNOI OTVETSTVENNOSTYU RASPADSKAYA UGOLNAYA KOMPANIYA,Sanctioned by OFAC,OFAC,Entity
Russia,AO EVRAZ MARKET,Sanctioned by OFAC,OFAC,Entity
Russia,OBSHCHESTVO S OGRANICHENNOI OTVETSTVENNOSTYU EVRAZKHOLDING FINANS,Sanctioned by OFAC,OFAC,Entity
China,HK CINTY CO LIMITED,Sanctioned by OFAC,OFAC,Entity
China,LL ELECTRONIC LIMITED,Sanctioned by OFAC,OFAC,Entity
China,ACE ERA CO LIMITED,Sanctioned by OFAC,OFAC,Entity
Turkey,HIDROPARK HIDROLIK PNOMATIK SAN VE TIC LTD STI,Sanctioned by OFAC,OFAC,Entity
Turkey,FEVA DIS TICARET LIMITED SIRKETI,Sanctioned by OFAC,OFAC,Entity
Russia,ASPECTRIYM LIMITED TRADE DEVELOPMENT,Sanctioned by OFAC,OFAC,Entity
Turkey,ENUTEK MAKINA SANAYI VE TICARET LIMITED SIRKETI,Sanctioned by OFAC,OFAC,Entity
Turkey,CONFIENZA GIDA PAZARLAMA VE TICARET ANONIM SIRKETI,Sanctioned by OFAC,OFAC,Entity
China,GRUN GROUP CO LIMITED,Sanctioned by OFAC,OFAC,Entity
China,KIRA INTERNATIONAL TRADE CO LIMITED,Sanctioned by OFAC,OFAC,Entity
China,MOST DEVELOPMENT LIMITED,Sanctioned by OFAC,OFAC,Entity
Russia,PRIKLADNYE TEKHNOLOGII,Sanctioned by OFAC,OFAC,Entity
China,NEW WALLY TARGET INTERNATIONAL TRADE CO LIMITED,Sanctioned by OFAC,OFAC,Entity
China,HONG KONG YAYANG TRADING LIMITED,Sanctioned by OFAC,OFAC,Entity
Russia,JOINT STOCK COMPANY KT - UNMANNED SYSTEMS,Sanctioned by OFAC,OFAC,Entity
Venezuela,GIL PACHECO,Sanctioned by OFAC,OFAC,Individual
Venezuela,FIGUEROA ARIZALETA,Sanctioned by OFAC,OFAC,Individual
Venezuela,GIL RODRIGUEZ,Sanctioned by OFAC,OFAC,Individual
Venezuela,HIDALGO PANDARES,Sanctioned by OFAC,OFAC,Individual
Venezuela,MENESES RODRIGUEZ,Sanctioned by OFAC,OFAC,Individual
Cambodia,GARDEN CITY HOTEL,Sanctioned by OFAC,OFAC,Entity
Iran,FARZANEGAN PROPULSION SYSTEMS DESIGN BUREAU,Sanctioned by OFAC,OFAC,Entity
Iran,POURFARZANEH,Sanctioned by OFAC,OFAC,Individual
India,KHOT,Sanctioned by OFAC,OFAC,Individual
Venezuela,INFANTE APARICIO,Sanctioned by OFAC,OFAC,Individual
Russia,OBSHCHESTVO S OGRANICHENNOI OTVETSTVENNOSTYU NORILSKNIKELREMONT,Sanctioned by OFAC,OFAC,Entity
Russia,OBSHCHESTVO S OGRANICHENNOI OTVETSTVENNOSTYU NORILSKI OBESPECHIVAYUSHCHI KOMPLEKS,Sanctioned by OFAC,OFAC,Entity
Russia,OBSHCHESTVO S OGRANICHENNOI OTVETSTVENNOSTYU PECHENGSKOE STROITELNOE OBEDINENIE,Sanctioned by OFAC,OFAC,Entity
Russia,OBSHCHESTVO S OGRANICHENNOI OTVETSTVENNOSTYU ZAPOLYARNAYA STROITELNAYA KOMPANIYA,Sanctioned by OFAC,OFAC,Entity
Russia,OBSHCHESTVO S OGRANICHENNOI OTVETSTVENNOSTYU VOSTOKGEOLOGIYA,Sanctioned by OFAC,OFAC,Entity
Russia,LIMITED LIABILITY COMPANY NORNIKEL TECHNICAL SERVICES,Sanctioned by OFAC,OFAC,Entity
Russia,OBSHCHESTVO S OGRANICHENNOI OTVETSTVENNOSTYU INSTITUT GIPRONIKEL,Sanctioned by OFAC,OFAC,Entity
Russia,OBSHCHESTVO S OGRANICHENNOI OTVETSTVENNOSTYU NN DEVELOPMENT,Sanctioned by OFAC,OFAC,Entity
Russia,LIMITED LIABILITY COMPANY NORNICKEL SPUTNIK,Sanctioned by OFAC,OFAC,Entity
Russia,LIMITED LIABILITY COMPANY NORNICKEL SFERA,Sanctioned by OFAC,OFAC,Entity
Russia,OOO SOFT PLYUS,Sanctioned by OFAC,OFAC,Entity
Russia,CLOUDRUN LLC,Sanctioned by OFAC,OFAC,Entity
Russia,"KIBER SERVIS, OOO",Sanctioned by OFAC,OFAC,Entity
Russia,"DIDZHITAL SEKYURITI SERVISIS, OOO",Sanctioned by OFAC,OFAC,Entity
Russia,"DIDZHITAL KOMPLAENS, OOO",Sanctioned by OFAC,OFAC,Entity
Czech Republic,MACHINE LEARNING LAB S.R.O.,Sanctioned by OFAC,OFAC,Entity
Russia,KAMBO,Sanctioned by OFAC,OFAC,Individual
Russia,EVDOKIMOV,Sanctioned by OFAC,OFAC,Individual
Russia,CHASTUHIN,Sanctioned by OFAC,OFAC,Individual
Russia,KLIMINA,Sanctioned by OFAC,OFAC,Individual
Russia,MEDVEDOVSKY,Sanctioned by OFAC,OFAC,Individual
Russia,LIMITED LIABILITY COMPANY BASEALT,Sanctioned by OFAC,OFAC,Entity
Russia,SERENITY CYBER SECURITY LIMITED LIABILITY COMPANY,Sanctioned by OFAC,OFAC,Entity
Russia,AKTSIONERNOE OBSHCHESTVO NORILSKI GORNO METALLURGICHESKI KOMBINAT IM AP ZAVENYAGINA,Sanctioned by OFAC,OFAC,Entity
Russia,OBSHCHESTVO S OGRANICHENNOI OTVETSTVENNOSTYU AP INVEST,Sanctioned by OFAC,OFAC,Entity
Russia,OBSHCHESTVO S OGRANICHENNOI OTVETSTVENNOSTYU NORILSKI PROMYSHLENNY TRANSPORT,Sanctioned by OFAC,OFAC,Entity
Russia,AKTSIONERNOE OBSHCHESTVO TAIMYRSKAYA TOPLIVNAYA KOMPANIYA,Sanctioned by OFAC,OFAC,Entity
Russia,LIMITED LIABILITY COMPANY GRK BYSTRINSKOE,Sanctioned by OFAC,OFAC,Entity
Russia,AKTSIONERNOE OBSHCHESTVO NORILSK AVIA,Sanctioned by OFAC,OFAC,Entity
Belarus,OOO RUCHSERVOMOTOR,Sanctioned by OFAC,OFAC,Entity
China,INTERASIA TRADING GROUP LIMITED,Sanctioned by OFAC,OFAC,Entity
France,REUTOV,Sanctioned by OFAC,OFAC,Individual
Estonia,FREE SKY SOLUTIONS OU,Sanctioned by OFAC,OFAC,Entity
France,AERIALIA,Sanctioned by OFAC,OFAC,Entity
Belarus,ZHARSKI,Sanctioned by OFAC,OFAC,Individual
Turkey,TAHA SAVUNMA SANAYI VE TICARET ANONIM SIRKETI,Sanctioned by OFAC,OFAC,Entity
Turkey,TAHIRBEYOGLU,Sanctioned by OFAC,OFAC,Individual
Russia,GABITOV,Sanctioned by OFAC,OFAC,Individual
Belarus,KB UNMANNED HELICOPTERS LLC,Sanctioned by OFAC,OFAC,Entity
Belarus,CHUDAKOV,Sanctioned by OFAC,OFAC,Individual
Belarus,JOINT STOCK COMPANY PLANT LEGMASH,Sanctioned by OFAC,OFAC,Entity
Belarus,VLATE LOGISTIK LLC,Sanctioned by OFAC,OFAC,Entity
Belarus,RUZEKSPEDITSIYA LLC,Sanctioned by OFAC,OFAC,Entity
Belarus,GERASIM,Sanctioned by OFAC,OFAC,Individual
Belarus,BARABANOV,Sanctioned by OFAC,OFAC,Individual
Belarus,ZAMULEVICH,Sanctioned by OFAC,OFAC,Individual
Belarus,ARKADIEV,Sanctioned by OFAC,OFAC,Individual
Belarus,KROKHOTIN,Sanctioned by OFAC,OFAC,Individual
Belarus,AVIAKOMPANIYA RADA LLC,Sanctioned by OFAC,OFAC,Entity
Belarus,AVIAKOMPANIYA BELKANTO LLC,Sanctioned by OFAC,OFAC,Entity
Belarus,UE RUBISTAR,Sanctioned by OFAC,OFAC,Entity
Belarus,SIDARUK,Sanctioned by OFAC,OFAC,Individual
Belarus,LLC LABORATORY OF ADDITIVE TECHNOLOGIES,Sanctioned by OFAC,OFAC,Entity
Belarus,LLC ALYURTEKH,Sanctioned by OFAC,OFAC,Entity
Belarus,ALC DISKOMS,Sanctioned by OFAC,OFAC,Entity
Belarus,LLC MOT,Sanctioned by OFAC,OFAC,Entity
Belarus,LLC GROSVER GRUP,Sanctioned by OFAC,OFAC,Entity
Belarus,LIMITED LIABILITY COMPANY TOCHNAYA MEKHANIKA,Sanctioned by OFAC,OFAC,Entity
Belarus,CHIVEL,Sanctioned by OFAC,OFAC,Individual
Belarus,YAVORSKI,Sanctioned by OFAC,OFAC,Individual
Belarus,DIMENSHTEIN,Sanctioned by OFAC,OFAC,Individual
Belarus,SAVRUK,Sanctioned by OFAC,OFAC,Individual
Belarus,KASTSIANOK,Sanctioned by OFAC,OFAC,Individual
Belarus,LESCHANKA,Sanctioned by OFAC,OFAC,Individual
Belarus,ISHCHENKO,Sanctioned by OFAC,OFAC,Individual
Belarus,NAREIKO,Sanctioned by OFAC,OFAC,Individual
Belarus,MIKHOLAP,Sanctioned by OFAC,OFAC,Individual
Russia,JOINT STOCK COMPANY ZAVOLZHSKY CRAWLER VEHICLE PLANT,Sanctioned by OFAC,OFAC,Entity
Russia,DESIGN BUREAU OF CHEMICAL MACHINE BUILDING KBKHM,Sanctioned by OFAC,OFAC,Entity
Russia,FEDERAL STATE ENTERPRISE AMUR CARTRIDGE PLANT VYMPEL,Sanctioned by OFAC,OFAC,Entity
Russia,MILITARY ENGINEERING CENTRE LIMITED LIABILITY COMPANY,Sanctioned by OFAC,OFAC,Entity
Belarus,OPEN JOINT STOCK COMPANY ROGACHEVSKY ZAVOD DIAPROEKTOR,Sanctioned by OFAC,OFAC,Entity
Russia,JOINT STOCK COMPANY 41 CENTRAL PLANT OF THE RAILWAY TECHNOLOGY,Sanctioned by OFAC,OFAC,Entity
Belarus,KUZMENKO,Sanctioned by OFAC,OFAC,Individual
Russia,JOINT STOCK COMPANY STRATIM,Sanctioned by OFAC,OFAC,Entity
Russia,JOINT STOCK COMPANY SCIENTIFIC PRODUCTION ENTERPRISE SALYUT,Sanctioned by OFAC,OFAC,Entity
Russia,ISAYKIN,Sanctioned by OFAC,OFAC,Individual
Russia,FEDERALNOE KAZENNOE PREDPRIIATIE AVANGARD,Sanctioned by OFAC,OFAC,Entity
Russia,FEDERALNOE KAZENNOE PREDPRIIATIE GOSUDARSTVENNYI NAUCHNO ISSLEDOVATELSKII INSTITUT KHIMICHESKIKH PRODUKTOV,Sanctioned by OFAC,OFAC,Entity
Russia,DYACHKOV,Sanctioned by OFAC,OFAC,Individual
Belarus,TITOVA,Sanctioned by OFAC,OFAC,Individual
Belarus,FILIPPOV,Sanctioned by OFAC,OFAC,Individual
Russia,GABRIEL,Sanctioned by OFAC,OFAC,Individual
Belarus,LAVRENTIEV,Sanctioned by OFAC,OFAC,Individual
Belarus,STATE SCIENTIFIC AND PRODUCTION ASSOCIATION OF POWDER METALLURGY,Sanctioned by OFAC,OFAC,Entity
Russia,ZINUROV,Sanctioned by OFAC,OFAC,Individual
Russia,JOINT STOCK COMPANY EKA,Sanctioned by OFAC,OFAC,Entity
Russia,JOINT STOCK COMPANY SCIENTIFIC PRODUCTION ASSOCIATION ORION,Sanctioned by OFAC,OFAC,Entity
Russia,FEDERAL AUTONOMOUS ENTERPRISE THE CENTRAL AEROHYDRODYNAMIC INSTITUTE NAMED AFTER PROFESSOR NE ZHUKOVSKY,Sanctioned by OFAC,OFAC,Entity
Russia,SYPALO,Sanctioned by OFAC,OFAC,Individual
Russia,JOINT STOCK COMPANY RESEARCH AND PRODUCTION SPACE CENTRE PROGRESS,Sanctioned by OFAC,OFAC,Entity
Russia,BARANOV,Sanctioned by OFAC,OFAC,Individual
Russia,RUSSIAN ACADEMY OF SCIENCES SIBERIAN BRANCH KHRISTIANOVICH INSTITUTE OF THEORETICAL AND APPLIED MECHANICS,Sanctioned by OFAC,OFAC,Entity
Russia,JOINT STOCK COMPANY ELECTRONIC COMPANY ELKUS,Sanctioned by OFAC,OFAC,Entity
Russia,SHKLIANIK,Sanctioned by OFAC,OFAC,Individual
Russia,OBSHCHESTVO S OGRANICHENNOI OTVETSTVENNOSTIU REINOLDS,Sanctioned by OFAC,OFAC,Entity
Russia,REINOLDS INZHINIRING,Sanctioned by OFAC,OFAC,Entity
United Arab Emirates,GUZEY,Sanctioned by OFAC,OFAC,Individual
Russia,CHERBOV,Sanctioned by OFAC,OFAC,Individual
Russia,STRATIM LIMITED LIABILITY COMPANY,Sanctioned by OFAC,OFAC,Entity
